txn_id,customer_id,account_id,txn_date,amount,txn_type,merchant_category,device,ml_score,ml_flag,explain_top
TXN101535,1533,AC119974,2025-08-10 14:07:16,88718.27,0,0,2,0.075,0,"[[""amount"", 0.44114816634388615], [""hour"", -0.0015382451884294022], [""hour"", -0.0015382451884294022], [""amount"", 0.44114816634388615], [""hour"", -0.0015382451884294022], [""amount"", 0.44114816634388615]]"
TXN101608,1534,AC110082,2025-07-09 10:30:07,38423.77,0,4,0,0.06,0,"[[""amount"", 0.4751145301238772], [""hour"", 0.0017614725459627343], [""amount"", 0.4751145301238772], [""hour"", 0.0017614725459627343], [""hour"", 0.0017614725459627343], [""amount"", 0.4751145301238772]]"
TXN101832,1534,AC155929,2025-09-11 14:41:56,113721.26,1,5,0,0.98,1,"[[""amount"", -0.4454730269191553], [""hour"", -0.004463097513071647], [""hour"", -0.004463097513071647], [""amount"", -0.4454730269191553], [""hour"", -0.004463097513071647], [""amount"", -0.4454730269191553]]"
TXN100967,1534,AC106826,2025-09-27 05:50:29,14313.81,1,1,2,0.015,0,"[[""amount"", 0.45101144193847925], [""hour"", 0.00860859572825894], [""amount"", 0.45101144193847925], [""hour"", 0.00860859572825894], [""hour"", 0.00860859572825894], [""amount"", 0.45101144193847925]]"
TXN101553,1535,AC145719,2025-08-20 07:57:44,220382.69,1,6,0,1.0,1,"[[""hour"", -0.003056524791109077], [""amount"", -0.45783335499394917], [""hour"", -0.003056524791109077], [""amount"", -0.45783335499394917], [""hour"", -0.003056524791109077], [""amount"", -0.45783335499394917]]"
TXN100660,1536,AC184317,2025-09-08 21:48:28,20672.77,1,1,2,0.01,0,"[[""hour"", 0.013189381047819578], [""amount"", 0.42856377210480917], [""amount"", 0.42856377210480917], [""hour"", 0.013189381047819578], [""amount"", 0.42856377210480917], [""hour"", 0.013189381047819578]]"
TXN101687,1537,AC160331,2025-08-21 20:42:00,111779.12,1,6,1,0.985,1,"[[""hour"", 0.00616620150489546], [""amount"", -0.4528377235530984], [""amount"", -0.4528377235530984], [""hour"", 0.00616620150489546], [""hour"", 0.00616620150489546], [""amount"", -0.4528377235530984]]"
TXN100765,1537,AC174467,2025-09-26 12:28:02,23430.74,1,6,2,0.005,0,"[[""amount"", 0.4755856152681851], [""hour"", 0.0017930281901209326], [""amount"", 0.4755856152681851], [""hour"", 0.0017930281901209326], [""amount"", 0.4755856152681851], [""hour"", 0.0017930281901209326]]"
TXN100044,1538,AC190175,2025-08-11 15:30:44,237307.44,1,6,1,0.99,1,"[[""hour"", -0.0063709127396373915], [""amount"", -0.47801784162282834], [""hour"", -0.0063709127396373915], [""amount"", -0.47801784162282834], [""amount"", -0.47801784162282834], [""hour"", -0.0063709127396373915]]"
TXN100846,1539,AC191896,2025-07-09 13:54:51,202602.04,1,6,0,1.0,1,"[[""hour"", -0.006169835705962559], [""amount"", -0.4603425707261933], [""hour"", -0.006169835705962559], [""amount"", -0.4603425707261933], [""hour"", -0.006169835705962559], [""amount"", -0.4603425707261933]]"
TXN100950,1539,AC154813,2025-08-29 22:24:59,73631.91,1,7,2,0.025,0,"[[""amount"", 0.46662936286998213], [""hour"", 0.012075649743034426], [""amount"", 0.46662936286998213], [""hour"", 0.012075649743034426], [""hour"", 0.012075649743034426], [""amount"", 0.46662936286998213]]"
TXN100767,1539,AC123969,2025-09-09 16:10:04,129819.48,1,3,1,0.995,1,"[[""hour"", -0.003922464409132487], [""amount"", -0.47748200376232824], [""hour"", -0.003922464409132487], [""amount"", -0.47748200376232824], [""amount"", -0.47748200376232824], [""hour"", -0.003922464409132487]]"
TXN100410,1539,AC177789,2025-09-21 00:24:28,231805.22,1,4,1,0.99,1,"[[""hour"", -0.025169629420017756], [""amount"", -0.4464056505618341], [""hour"", -0.025169629420017756], [""amount"", -0.4464056505618341], [""hour"", -0.025169629420017756], [""amount"", -0.4464056505618341]]"
TXN101402,1540,AC159426,2025-07-12 23:12:05,234248.18,1,0,0,0.975,1,"[[""amount"", -0.47085559214134215], [""hour"", 0.008945871749053917], [""amount"", -0.47085559214134215], [""hour"", 0.008945871749053917], [""hour"", 0.008945871749053917], [""amount"", -0.47085559214134215]]"
TXN100522,1540,AC165649,2025-07-13 02:04:04,232495.89,1,7,0,0.995,1,"[[""hour"", -0.015847402277471254], [""amount"", -0.45505645784801396], [""hour"", -0.015847402277471254], [""amount"", -0.45505645784801396], [""hour"", -0.015847402277471254], [""amount"", -0.45505645784801396]]"
TXN101780,1540,AC172029,2025-07-22 03:12:39,87479.51,1,1,1,0.05,0,"[[""amount"", 0.45864141555146143], [""hour"", -0.011658444883146721], [""hour"", -0.011658444883146721], [""amount"", 0.45864141555146143], [""amount"", 0.45864141555146143], [""hour"", -0.011658444883146721]]"
TXN100046,1540,AC146245,2025-09-24 09:49:46,6341.47,1,4,2,0.08,0,"[[""amount"", 0.4258723441949868], [""hour"", 0.007202952622357916], [""amount"", 0.4258723441949868], [""hour"", 0.007202952622357916], [""hour"", 0.007202952622357916], [""amount"", 0.4258723441949868]]"
TXN100600,1541,AC172280,2025-07-01 07:12:41,146341.24,1,4,2,0.99,1,"[[""hour"", -0.0011169898855412324], [""amount"", -0.4861710594645136], [""hour"", -0.0011169898855412324], [""amount"", -0.4861710594645136], [""amount"", -0.4861710594645136], [""hour"", -0.0011169898855412324]]"
TXN101741,1541,AC191617,2025-07-11 04:00:44,167971.3,1,7,2,1.0,1,"[[""hour"", -0.0025128971477555505], [""amount"", -0.45339088782028836], [""hour"", -0.0025128971477555505], [""amount"", -0.45339088782028836], [""hour"", -0.0025128971477555505], [""amount"", -0.45339088782028836]]"
TXN101818,1541,AC188803,2025-07-29 18:36:52,166234.07,0,7,2,0.945,1,"[[""hour"", -0.004070095289766569], [""amount"", -0.47503231750424624], [""hour"", -0.004070095289766569], [""amount"", -0.47503231750424624], [""amount"", -0.47503231750424624], [""hour"", -0.004070095289766569]]"
TXN101656,1541,AC123071,2025-08-15 10:36:08,148504.47,1,4,1,0.98,1,"[[""hour"", 0.002959544109717018], [""amount"", -0.48046184842283124], [""amount"", -0.48046184842283124], [""hour"", 0.002959544109717018], [""hour"", 0.002959544109717018], [""amount"", -0.48046184842283124]]"
TXN100319,1541,AC152904,2025-08-16 15:37:25,218962.06,1,6,2,0.97,1,"[[""hour"", -0.005468123157862431], [""amount"", -0.45495391821093656], [""hour"", -0.005468123157862431], [""amount"", -0.45495391821093656], [""hour"", -0.005468123157862431], [""amount"", -0.45495391821093656]]"
TXN100081,1541,AC122120,2025-09-25 05:20:54,14908.78,1,0,2,0.055,0,"[[""hour"", 0.002748651396029016], [""amount"", 0.4086187467803012], [""amount"", 0.4086187467803012], [""hour"", 0.002748651396029016], [""amount"", 0.4086187467803012], [""hour"", 0.002748651396029016]]"
TXN101593,1542,AC119314,2025-07-07 07:54:33,125538.82,1,0,1,0.96,1,"[[""hour"", 0.001547937050601469], [""amount"", -0.48087822794178325], [""amount"", -0.48087822794178325], [""hour"", 0.001547937050601469], [""amount"", -0.48087822794178325], [""hour"", 0.001547937050601469]]"
TXN101420,1542,AC106699,2025-08-03 21:03:45,69331.22,1,7,1,0.005,0,"[[""amount"", 0.46615752242462616], [""hour"", 0.013172349396750015], [""amount"", 0.46615752242462616], [""hour"", 0.013172349396750015], [""amount"", 0.46615752242462616], [""hour"", 0.013172349396750015]]"
TXN101934,1543,AC169288,2025-07-24 22:47:54,151175.73,1,4,1,1.0,1,"[[""hour"", 0.0033290110342534063], [""amount"", -0.46818056784348894], [""amount"", -0.46818056784348894], [""hour"", 0.0033290110342534063], [""hour"", 0.0033290110342534063], [""amount"", -0.46818056784348894]]"
TXN100321,1543,AC158969,2025-08-02 16:43:53,65428.06,1,6,1,0.06,0,"[[""hour"", -0.005777610554281248], [""amount"", 0.4784024576568808], [""hour"", -0.005777610554281248], [""amount"", 0.4784024576568808], [""hour"", -0.005777610554281248], [""amount"", 0.4784024576568808]]"
TXN101879,1543,AC139584,2025-09-15 06:59:38,179450.36,1,2,0,0.995,1,"[[""hour"", -0.0031445891530432145], [""amount"", -0.4831212729878815], [""hour"", -0.0031445891530432145], [""amount"", -0.4831212729878815], [""hour"", -0.0031445891530432145], [""amount"", -0.4831212729878815]]"
TXN101496,1544,AC114304,2025-08-13 12:32:30,154705.45,1,2,2,0.995,1,"[[""hour"", -0.00708359769784903], [""amount"", -0.45509935465582285], [""hour"", -0.00708359769784903], [""amount"", -0.45509935465582285], [""hour"", -0.00708359769784903], [""amount"", -0.45509935465582285]]"
TXN101761,1545,AC149416,2025-07-23 04:14:11,108791.81,1,7,2,0.995,1,"[[""hour"", -0.009244632100388766], [""amount"", -0.4406188896957897], [""hour"", -0.009244632100388766], [""amount"", -0.4406188896957897], [""hour"", -0.009244632100388766], [""amount"", -0.4406188896957897]]"
TXN101690,1546,AC192413,2025-07-04 02:44:30,113909.35,1,4,1,1.0,1,"[[""hour"", -0.009168213080449659], [""amount"", -0.4487285261158526], [""hour"", -0.009168213080449659], [""amount"", -0.4487285261158526], [""hour"", -0.009168213080449659], [""amount"", -0.4487285261158526]]"
TXN100484,1546,AC189964,2025-07-20 10:25:39,49632.42,1,5,0,0.0,0,"[[""amount"", 0.4836025130490388], [""hour"", 0.012869679780258499], [""amount"", 0.4836025130490388], [""hour"", 0.012869679780258499], [""amount"", 0.4836025130490388], [""hour"", 0.012869679780258499]]"
TXN100900,1546,AC171546,2025-07-27 23:37:35,167338.59,1,2,1,0.99,1,"[[""hour"", 0.00035026928276141113], [""amount"", -0.47597113231125], [""amount"", -0.47597113231125], [""hour"", 0.00035026928276141113], [""hour"", 0.00035026928276141113], [""amount"", -0.47597113231125]]"
TXN100808,1546,AC180951,2025-07-30 13:12:40,140911.2,1,3,1,1.0,1,"[[""hour"", -0.006692304272183401], [""amount"", -0.46816505343759773], [""hour"", -0.006692304272183401], [""amount"", -0.46816505343759773], [""hour"", -0.006692304272183401], [""amount"", -0.46816505343759773]]"
TXN100204,1546,AC104968,2025-08-19 14:54:45,95284.39,1,3,1,0.025,0,"[[""amount"", 0.4351537797482051], [""hour"", 0.01063004490594841], [""amount"", 0.4351537797482051], [""hour"", 0.01063004490594841], [""amount"", 0.4351537797482051], [""hour"", 0.01063004490594841]]"
TXN100553,1547,AC133879,2025-07-02 10:45:57,12514.1,1,3,1,0.075,0,"[[""amount"", 0.4335625844621216], [""hour"", 0.0029428748655972495], [""amount"", 0.4335625844621216], [""hour"", 0.0029428748655972495], [""hour"", 0.0029428748655972495], [""amount"", 0.4335625844621216]]"
TXN100502,1547,AC199464,2025-07-19 15:20:04,117483.16,1,7,2,0.99,1,"[[""hour"", -0.0024550883101821684], [""amount"", -0.4407868093672124], [""hour"", -0.0024550883101821684], [""amount"", -0.4407868093672124], [""hour"", -0.0024550883101821684], [""amount"", -0.4407868093672124]]"
TXN101892,1547,AC111737,2025-08-03 08:13:46,70921.62,1,5,0,0.01,0,"[[""amount"", 0.47695714599258837], [""hour"", 0.005085913525231033], [""amount"", 0.47695714599258837], [""hour"", 0.005085913525231033], [""amount"", 0.47695714599258837], [""hour"", 0.005085913525231033]]"
TXN100969,1547,AC130186,2025-09-19 09:18:41,114365.12,1,1,0,0.995,1,"[[""hour"", -0.0017649810391354446], [""amount"", -0.46940306860012987], [""hour"", -0.0017649810391354446], [""amount"", -0.46940306860012987], [""hour"", -0.0017649810391354446], [""amount"", -0.46940306860012987]]"
TXN101461,1548,AC181197,2025-07-15 04:44:19,245455.49,1,0,0,0.99,1,"[[""hour"", -0.007151401290253857], [""amount"", -0.48481083449339074], [""hour"", -0.007151401290253857], [""amount"", -0.48481083449339074], [""amount"", -0.48481083449339074], [""hour"", -0.007151401290253857]]"
TXN101848,1548,AC117991,2025-07-22 23:18:54,231750.56,1,7,0,0.99,1,"[[""hour"", 0.0060842970479689186], [""amount"", -0.4573136941257701], [""amount"", -0.4573136941257701], [""hour"", 0.0060842970479689186], [""hour"", 0.0060842970479689186], [""amount"", -0.4573136941257701]]"
TXN100150,1548,AC120930,2025-08-16 01:45:46,99545.06,1,0,1,0.165,0,"[[""amount"", 0.30878081251489115], [""hour"", -0.022966704648998446], [""hour"", -0.022966704648998446], [""amount"", 0.30878081251489115], [""amount"", 0.30878081251489115], [""hour"", -0.022966704648998446]]"
TXN100759,1549,AC111875,2025-09-26 15:31:23,212677.69,0,3,0,0.995,1,"[[""hour"", -0.009540013606737412], [""amount"", -0.46158467892735294], [""hour"", -0.009540013606737412], [""amount"", -0.46158467892735294], [""hour"", -0.009540013606737412], [""amount"", -0.46158467892735294]]"
TXN100012,1550,AC180793,2025-07-01 15:27:21,201561.41,1,0,0,0.995,1,"[[""hour"", -0.005519627159902085], [""amount"", -0.48952221769287574], [""hour"", -0.005519627159902085], [""amount"", -0.48952221769287574], [""amount"", -0.48952221769287574], [""hour"", -0.005519627159902085]]"
TXN100799,1550,AC162971,2025-07-11 06:29:34,114505.38,1,0,2,0.995,1,"[[""hour"", 0.0006618192233129828], [""amount"", -0.4653532353956323], [""amount"", -0.4653532353956323], [""hour"", 0.0006618192233129828], [""hour"", 0.0006618192233129828], [""amount"", -0.4653532353956323]]"
TXN100641,1550,AC126961,2025-09-02 00:00:41,107861.13,1,5,1,0.99,1,"[[""hour"", -0.02271106963216152], [""amount"", -0.43495375619730475], [""hour"", -0.02271106963216152], [""amount"", -0.43495375619730475], [""amount"", -0.43495375619730475], [""hour"", -0.02271106963216152]]"
TXN101394,1550,AC188534,2025-09-21 07:20:34,181877.59,1,5,1,1.0,1,"[[""hour"", -0.005777434074330953], [""amount"", -0.45459389001501926], [""hour"", -0.005777434074330953], [""amount"", -0.45459389001501926], [""hour"", -0.005777434074330953], [""amount"", -0.45459389001501926]]"
TXN101317,1551,AC164942,2025-07-18 16:49:09,165823.75,1,3,2,0.99,1,"[[""hour"", -0.0024230862159894027], [""amount"", -0.46226651627472165], [""hour"", -0.0024230862159894027], [""amount"", -0.46226651627472165], [""hour"", -0.0024230862159894027], [""amount"", -0.46226651627472165]]"
TXN101546,1552,AC156222,2025-07-30 19:43:21,211698.85,1,7,2,0.97,1,"[[""hour"", 0.0034445073772006707], [""amount"", -0.453332793064555], [""amount"", -0.453332793064555], [""hour"", 0.0034445073772006707], [""hour"", 0.0034445073772006707], [""amount"", -0.453332793064555]]"
TXN100434,1552,AC149828,2025-08-08 03:05:43,175586.04,1,3,0,0.99,1,"[[""hour"", -0.006280772404894747], [""amount"", -0.4731616440168951], [""hour"", -0.006280772404894747], [""amount"", -0.4731616440168951], [""hour"", -0.006280772404894747], [""amount"", -0.4731616440168951]]"
TXN101053,1552,AC101343,2025-08-25 18:40:38,118785.19,0,0,0,0.93,1,"[[""hour"", -0.015399054215713935], [""amount"", -0.43973832208107044], [""hour"", -0.015399054215713935], [""amount"", -0.43973832208107044], [""hour"", -0.015399054215713935], [""amount"", -0.43973832208107044]]"
TXN100008,1553,AC147483,2025-07-25 03:22:04,226286.9,1,3,1,0.995,1,"[[""hour"", -0.00762208872503742], [""amount"", -0.47844010078531346], [""hour"", -0.00762208872503742], [""amount"", -0.47844010078531346], [""hour"", -0.00762208872503742], [""amount"", -0.47844010078531346]]"
TXN100174,1554,AC183237,2025-07-11 18:25:07,99981.89,1,3,2,0.17,0,"[[""amount"", 0.25021117798251286], [""hour"", 0.017873967381681673], [""amount"", 0.25021117798251286], [""hour"", 0.017873967381681673], [""amount"", 0.25021117798251286], [""hour"", 0.017873967381681673]]"
TXN101800,1554,AC136748,2025-08-14 20:24:58,69082.37,1,4,2,0.0,0,"[[""amount"", 0.47063699029293005], [""hour"", 0.009165496970636707], [""amount"", 0.47063699029293005], [""hour"", 0.009165496970636707], [""amount"", 0.47063699029293005], [""hour"", 0.009165496970636707]]"
TXN101721,1555,AC108872,2025-09-02 07:04:51,6305.83,1,1,1,0.02,0,"[[""amount"", 0.44473123273516846], [""hour"", 0.012407383547317498], [""amount"", 0.44473123273516846], [""hour"", 0.012407383547317498], [""amount"", 0.44473123273516846], [""hour"", 0.012407383547317498]]"
TXN100112,1556,AC142957,2025-08-11 17:19:02,220319.15,1,2,0,1.0,1,"[[""hour"", -0.005899300086594349], [""amount"", -0.48555116995711634], [""hour"", -0.005899300086594349], [""amount"", -0.48555116995711634], [""amount"", -0.48555116995711634], [""hour"", -0.005899300086594349]]"
TXN100697,1557,AC166542,2025-09-10 00:24:26,159712.01,0,3,2,0.975,1,"[[""hour"", -0.0029328315084106217], [""amount"", -0.45287347030388886], [""hour"", -0.0029328315084106217], [""amount"", -0.45287347030388886], [""hour"", -0.0029328315084106217], [""amount"", -0.45287347030388886]]"
TXN101128,1558,AC117160,2025-07-15 13:22:22,159100.3,0,0,2,0.97,1,"[[""hour"", -0.005294895475319724], [""amount"", -0.47248937350793035], [""hour"", -0.005294895475319724], [""amount"", -0.47248937350793035], [""amount"", -0.47248937350793035], [""hour"", -0.005294895475319724]]"
TXN100079,1558,AC177439,2025-07-29 06:58:32,37570.81,0,5,1,0.03,0,"[[""amount"", 0.46402560231227247], [""hour"", 0.006967990768566031], [""amount"", 0.46402560231227247], [""hour"", 0.006967990768566031], [""amount"", 0.46402560231227247], [""hour"", 0.006967990768566031]]"
TXN100714,1558,AC141747,2025-08-06 18:24:47,60826.42,1,3,1,0.01,0,"[[""amount"", 0.4776680472899187], [""hour"", 0.006240090186856045], [""amount"", 0.4776680472899187], [""hour"", 0.006240090186856045], [""hour"", 0.006240090186856045], [""amount"", 0.4776680472899187]]"
TXN101986,1558,AC124335,2025-08-28 04:20:32,77000.88,1,4,1,0.025,0,"[[""amount"", 0.4638888933405307], [""hour"", 0.001336050516978848], [""amount"", 0.4638888933405307], [""hour"", 0.001336050516978848], [""amount"", 0.4638888933405307], [""hour"", 0.001336050516978848]]"
TXN100845,1559,AC134173,2025-07-11 07:53:33,51094.89,1,3,1,0.03,0,"[[""amount"", 0.4828192858020517], [""hour"", 0.004807990080944141], [""amount"", 0.4828192858020517], [""hour"", 0.004807990080944141], [""amount"", 0.4828192858020517], [""hour"", 0.004807990080944141]]"
TXN101238,1559,AC157825,2025-08-07 17:47:40,224540.02,1,5,2,1.0,1,"[[""hour"", -0.0056448802579785445], [""amount"", -0.46714103462434375], [""hour"", -0.0056448802579785445], [""amount"", -0.46714103462434375], [""hour"", -0.0056448802579785445], [""amount"", -0.46714103462434375]]"
TXN100021,1560,AC177285,2025-07-26 21:50:18,92356.76,0,1,1,0.03,0,"[[""amount"", 0.42212236359558897], [""hour"", 0.013200848705982694], [""amount"", 0.42212236359558897], [""hour"", 0.013200848705982694], [""amount"", 0.42212236359558897], [""hour"", 0.013200848705982694]]"
TXN101578,1560,AC150975,2025-08-09 19:03:35,7795.9,0,4,0,0.025,0,"[[""amount"", 0.42523029604948553], [""hour"", 0.010071186094275679], [""amount"", 0.42523029604948553], [""hour"", 0.010071186094275679], [""hour"", 0.010071186094275679], [""amount"", 0.42523029604948553]]"
TXN100160,1560,AC193013,2025-09-17 01:09:06,200749.94,1,4,1,1.0,1,"[[""hour"", -0.011160982910848825], [""amount"", -0.4686357454762815], [""hour"", -0.011160982910848825], [""amount"", -0.4686357454762815], [""hour"", -0.011160982910848825], [""amount"", -0.4686357454762815]]"
TXN100711,1562,AC160687,2025-07-08 14:05:04,21221.59,1,5,1,0.025,0,"[[""amount"", 0.45245604851014315], [""hour"", 0.009086668813074662], [""amount"", 0.45245604851014315], [""hour"", 0.009086668813074662], [""amount"", 0.45245604851014315], [""hour"", 0.009086668813074662]]"
TXN100999,1562,AC119239,2025-07-13 10:00:18,44938.24,1,5,1,0.005,0,"[[""hour"", 0.010121968741070877], [""amount"", 0.47844939733945024], [""amount"", 0.47844939733945024], [""hour"", 0.010121968741070877], [""amount"", 0.47844939733945024], [""hour"", 0.010121968741070877]]"
TXN101340,1562,AC192021,2025-07-26 08:06:39,105845.22,1,5,2,0.985,1,"[[""hour"", 0.0024763226917138116], [""amount"", -0.4479697937914619], [""amount"", -0.4479697937914619], [""hour"", 0.0024763226917138116], [""hour"", 0.0024763226917138116], [""amount"", -0.4479697937914619]]"
TXN101646,1562,AC169351,2025-08-21 16:46:06,96715.55,1,6,1,0.06,0,"[[""amount"", 0.4373418714937844], [""hour"", 0.0011268201934537241], [""amount"", 0.4373418714937844], [""hour"", 0.0011268201934537241], [""amount"", 0.4373418714937844], [""hour"", 0.0011268201934537241]]"
TXN100770,1562,AC107158,2025-09-01 18:16:11,154423.44,1,0,2,0.98,1,"[[""hour"", -0.006360284644926895], [""amount"", -0.4855552589381037], [""hour"", -0.006360284644926895], [""amount"", -0.4855552589381037], [""amount"", -0.4855552589381037], [""hour"", -0.006360284644926895]]"
TXN100599,1562,AC127005,2025-09-03 08:58:26,184620.7,1,0,2,0.995,1,"[[""hour"", -0.006235884185077371], [""amount"", -0.47991003000092136], [""hour"", -0.006235884185077371], [""amount"", -0.47991003000092136], [""hour"", -0.006235884185077371], [""amount"", -0.47991003000092136]]"
TXN100464,1562,AC146978,2025-09-05 17:12:25,129808.78,1,4,1,0.99,1,"[[""hour"", -0.011236211733629702], [""amount"", -0.4562472483512061], [""hour"", -0.011236211733629702], [""amount"", -0.4562472483512061], [""hour"", -0.011236211733629702], [""amount"", -0.4562472483512061]]"
TXN100826,1563,AC184631,2025-08-04 12:12:55,3574.61,1,0,1,0.025,0,"[[""amount"", 0.44092471556442453], [""hour"", 0.001425265000941321], [""amount"", 0.44092471556442453], [""hour"", 0.001425265000941321], [""amount"", 0.44092471556442453], [""hour"", 0.001425265000941321]]"
TXN101680,1563,AC103197,2025-08-31 05:50:41,140195.5,1,7,0,0.99,1,"[[""hour"", -0.0018773116060643346], [""amount"", -0.464011365770392], [""hour"", -0.0018773116060643346], [""amount"", -0.464011365770392], [""hour"", -0.0018773116060643346], [""amount"", -0.464011365770392]]"
TXN100803,1564,AC103715,2025-07-02 11:56:50,208270.49,1,2,0,1.0,1,"[[""hour"", -0.005588180825015052], [""amount"", -0.4668944952852008], [""hour"", -0.005588180825015052], [""amount"", -0.4668944952852008], [""hour"", -0.005588180825015052], [""amount"", -0.4668944952852008]]"
TXN101556,1564,AC153376,2025-07-18 10:23:12,189392.03,0,5,1,0.99,1,"[[""hour"", 0.002897725012886308], [""amount"", -0.46296674374826224], [""amount"", -0.46296674374826224], [""hour"", 0.002897725012886308], [""hour"", 0.002897725012886308], [""amount"", -0.46296674374826224]]"
TXN100277,1564,AC162860,2025-08-17 22:19:03,145960.42,1,3,1,0.985,1,"[[""hour"", 0.007715048059789136], [""amount"", -0.4826708889985162], [""amount"", -0.4826708889985162], [""hour"", 0.007715048059789136], [""amount"", -0.4826708889985162], [""hour"", 0.007715048059789136]]"
TXN101011,1564,AC110709,2025-09-08 12:33:41,195350.65,0,0,0,0.93,1,"[[""hour"", -0.0053947213630637], [""amount"", -0.46425067864794783], [""hour"", -0.0053947213630637], [""amount"", -0.46425067864794783], [""amount"", -0.46425067864794783], [""hour"", -0.0053947213630637]]"
TXN100228,1565,AC124430,2025-07-22 03:02:38,116949.81,1,1,2,0.995,1,"[[""hour"", -0.01387616189575965], [""amount"", -0.4596874970676691], [""hour"", -0.01387616189575965], [""amount"", -0.4596874970676691], [""amount"", -0.4596874970676691], [""hour"", -0.01387616189575965]]"
TXN101968,1565,AC136970,2025-08-11 03:13:01,11510.17,1,2,2,0.655,1,"[[""amount"", 0.28737821760095483], [""hour"", -0.13255343880079884], [""hour"", -0.13255343880079884], [""amount"", 0.28737821760095483], [""hour"", -0.13255343880079884], [""amount"", 0.28737821760095483]]"
TXN100977,1565,AC117812,2025-08-13 19:25:49,55728.11,1,1,0,0.005,0,"[[""amount"", 0.4750094369563665], [""hour"", 0.0023985993991027387], [""amount"", 0.4750094369563665], [""hour"", 0.0023985993991027387], [""hour"", 0.0023985993991027387], [""amount"", 0.4750094369563665]]"
TXN100479,1566,AC199132,2025-07-15 14:43:52,160681.8,1,1,1,0.98,1,"[[""hour"", 0.0005765541577531705], [""amount"", -0.48443606432208847], [""amount"", -0.48443606432208847], [""hour"", 0.0005765541577531705], [""amount"", -0.48443606432208847], [""hour"", 0.0005765541577531705]]"
TXN100843,1566,AC162983,2025-09-18 16:19:57,229692.06,0,3,1,0.995,1,"[[""hour"", -0.005094021215859525], [""amount"", -0.47023446352410186], [""hour"", -0.005094021215859525], [""amount"", -0.47023446352410186], [""hour"", -0.005094021215859525], [""amount"", -0.47023446352410186]]"
TXN100998,1566,AC178427,2025-09-21 20:40:12,11948.57,1,0,2,0.015,0,"[[""amount"", 0.4324351577926739], [""hour"", 0.017656760428667328], [""amount"", 0.4324351577926739], [""hour"", 0.017656760428667328], [""amount"", 0.4324351577926739], [""hour"", 0.017656760428667328]]"
TXN101853,1567,AC106086,2025-08-20 23:58:14,212602.01,1,2,0,1.0,1,"[[""amount"", -0.4655495297318679], [""hour"", -0.00060202876963041], [""hour"", -0.00060202876963041], [""amount"", -0.4655495297318679], [""hour"", -0.00060202876963041], [""amount"", -0.4655495297318679]]"
TXN101860,1567,AC130995,2025-09-08 18:55:48,41470.06,0,4,1,0.01,0,"[[""amount"", 0.4523522132713879], [""hour"", 0.0065230243430710495], [""amount"", 0.4523522132713879], [""hour"", 0.0065230243430710495], [""amount"", 0.4523522132713879], [""hour"", 0.0065230243430710495]]"
TXN100842,1568,AC166005,2025-09-02 09:59:36,211600.27,0,3,2,0.995,1,"[[""hour"", -0.003317314768137057], [""amount"", -0.47366446675400015], [""hour"", -0.003317314768137057], [""amount"", -0.47366446675400015], [""amount"", -0.47366446675400015], [""hour"", -0.003317314768137057]]"
TXN100212,1569,AC184149,2025-09-02 15:23:19,79352.04,1,3,0,0.015,0,"[[""amount"", 0.4669983008541783], [""hour"", 0.0047412297985773046], [""amount"", 0.4669983008541783], [""hour"", 0.0047412297985773046], [""amount"", 0.4669983008541783], [""hour"", 0.0047412297985773046]]"
TXN100955,1569,AC127594,2025-09-26 08:00:49,179194.32,0,5,0,0.975,1,"[[""hour"", 0.005424339475299424], [""amount"", -0.4595723205477219], [""amount"", -0.4595723205477219], [""hour"", 0.005424339475299424], [""hour"", 0.005424339475299424], [""amount"", -0.4595723205477219]]"
TXN100926,1571,AC117719,2025-07-25 09:34:44,77306.1,1,2,2,0.01,0,"[[""amount"", 0.4827104145550913], [""hour"", 0.010736784239411937], [""amount"", 0.4827104145550913], [""hour"", 0.010736784239411937], [""amount"", 0.4827104145550913], [""hour"", 0.010736784239411937]]"
TXN101703,1571,AC132213,2025-08-17 19:48:57,106448.19,1,3,2,1.0,1,"[[""hour"", -0.008257770558933984], [""amount"", -0.45554061348364305], [""hour"", -0.008257770558933984], [""amount"", -0.45554061348364305], [""hour"", -0.008257770558933984], [""amount"", -0.45554061348364305]]"
TXN101635,1572,AC103921,2025-07-01 04:43:56,90658.11,0,7,0,0.025,0,"[[""amount"", 0.4361754949828822], [""hour"", 0.0011897549519950296], [""amount"", 0.4361754949828822], [""hour"", 0.0011897549519950296], [""amount"", 0.4361754949828822], [""hour"", 0.0011897549519950296]]"
TXN100635,1572,AC176965,2025-08-23 09:07:30,45219.06,1,6,1,0.005,0,"[[""amount"", 0.47796983319572994], [""hour"", 0.010075337055020606], [""amount"", 0.47796983319572994], [""hour"", 0.010075337055020606], [""amount"", 0.47796983319572994], [""hour"", 0.010075337055020606]]"
TXN100570,1574,AC156132,2025-09-25 06:16:47,5598.28,1,4,2,0.02,0,"[[""amount"", 0.4571872707122565], [""hour"", 0.005741161873907288], [""amount"", 0.4571872707122565], [""hour"", 0.005741161873907288], [""amount"", 0.4571872707122565], [""hour"", 0.005741161873907288]]"
