txn_id,customer_id,account_id,txn_date,amount,txn_type,merchant_category,location,device
TXN100558,1968,AC176356,2025-07-17 08:12:21,104101.62,debit,Entertainment,South Thomasbury,web
TXN100559,1768,AC157181,2025-07-31 18:32:38,158885.68,debit,Dining,Lake Karla,mobile
TXN100560,1885,AC100391,2025-08-08 06:45:43,7698.42,debit,Salary,West Lisa,web
TXN100561,1303,AC174425,2025-08-08 21:15:35,2778.81,debit,Salary,Tonytown,web
TXN100562,1202,AC102850,2025-07-27 02:12:52,110955.15,debit,Grocery,Collinsside,mobile
TXN100563,1069,AC107139,2025-08-23 18:57:10,134930.44,debit,Travel,Dillonfurt,mobile
TXN100564,1714,AC120676,2025-09-15 19:15:15,35401.55,debit,Salary,West Tammymouth,pos
TXN100565,1028,AC162915,2025-08-23 06:22:30,199277.74,debit,Dining,East Michaelmouth,mobile
TXN100566,1444,AC106510,2025-08-26 01:24:02,67298.76,debit,Travel,West Karafort,web
TXN100567,1073,AC191777,2025-07-01 08:44:26,203556.78,debit,Travel,East Lawrence,pos
TXN100568,1755,AC198102,2025-08-13 07:59:24,162331.27,debit,Utilities,New Joseph,web
TXN100569,1114,AC194095,2025-07-30 17:02:56,190863.66,credit,Entertainment,Davidhaven,web
TXN100570,1574,AC156132,2025-09-25 06:16:47,5598.28,debit,Salary,Port Amanda,web
TXN100571,1315,AC150753,2025-07-06 17:18:10,80530.32,debit,Entertainment,Timothybury,web
TXN100572,1453,AC136502,2025-08-26 16:29:00,34221.82,debit,Salary,Jacobmouth,pos
TXN100573,1885,AC146728,2025-08-09 17:59:16,44624.32,debit,Salary,Ashleyview,web
TXN100574,1664,AC176691,2025-08-15 03:44:40,154098.38,debit,Shopping,New Sabrina,web
TXN100575,1457,AC158025,2025-07-12 21:11:02,137050.74,debit,Shopping,Johnsonmouth,pos
TXN100576,1670,AC193575,2025-09-23 18:24:44,46843.4,debit,Shopping,Port Nicole,pos
TXN100577,1733,AC137013,2025-08-11 08:20:34,57760.0,credit,Travel,Port Joseville,pos
TXN100578,1021,AC185193,2025-08-27 06:26:35,201555.77,debit,Entertainment,North Timothy,web
TXN100579,1582,AC169893,2025-07-19 14:16:00,202539.54,debit,Utilities,South Juan,pos
TXN100580,1581,AC182631,2025-07-09 16:28:36,162106.04,debit,Entertainment,Houstonborough,mobile
TXN100581,1454,AC176706,2025-09-03 06:35:27,130675.4,credit,Grocery,East Michellebury,pos
TXN100582,1833,AC132266,2025-09-16 23:39:32,215438.87,credit,Utilities,Jonathanton,mobile
TXN100583,1421,AC131943,2025-07-24 22:37:23,118690.55,debit,Shopping,East Kevinfurt,mobile
TXN100584,1668,AC113283,2025-08-25 06:31:15,41598.46,credit,Salary,East Daniel,web
TXN100585,1968,AC107254,2025-07-14 15:45:40,187634.78,debit,Salary,Pamelastad,web
TXN100586,1476,AC153954,2025-09-04 09:10:17,17242.69,debit,Dining,Callahanchester,pos
TXN100587,1006,AC168403,2025-08-22 13:35:35,111237.41,debit,Travel,New Laurashire,web
TXN100588,1222,AC172199,2025-08-17 03:17:41,85643.15,debit,Utilities,West Ritaborough,mobile
TXN100589,1848,AC128716,2025-08-24 11:26:08,64305.63,debit,Entertainment,Booneview,mobile
TXN100590,1710,AC120607,2025-08-05 02:23:56,203185.29,debit,Travel,Cranestad,web
TXN100591,1248,AC172225,2025-08-20 15:57:37,207319.53,debit,Travel,Natashafort,pos
TXN100592,1845,AC158756,2025-08-23 10:55:06,240673.04,debit,Grocery,South Michellemouth,pos
TXN100593,1637,AC123590,2025-09-25 05:50:34,181656.88,debit,Dining,Patriciafurt,pos
TXN100594,1606,AC195577,2025-09-09 16:03:44,237126.63,debit,Utilities,Hughesport,web
TXN100595,1488,AC139430,2025-08-26 15:54:11,196225.8,debit,Shopping,Port Blakeberg,mobile
TXN100596,1468,AC166605,2025-09-02 21:58:29,11422.21,credit,Dining,South Christopher,pos
TXN100597,1658,AC105555,2025-08-12 23:56:16,242329.64,debit,Grocery,Davisfort,pos
TXN100598,1110,AC161496,2025-09-06 13:06:03,247539.32,debit,Dining,North Melissa,web
TXN100599,1562,AC127005,2025-09-03 08:58:26,184620.7,debit,Dining,New Sarahhaven,web
TXN100600,1541,AC172280,2025-07-01 07:12:41,146341.24,debit,Salary,Juliafort,web
TXN100601,1979,AC186313,2025-07-03 04:45:40,95561.24,debit,Utilities,Phillipsberg,pos
TXN100602,1705,AC133904,2025-09-07 03:47:37,19551.82,debit,Grocery,Wongburgh,web
TXN100603,1949,AC162821,2025-07-05 01:44:11,38806.81,debit,Grocery,North Ericfurt,pos
TXN100604,1665,AC177993,2025-08-06 04:39:22,160669.91,debit,Travel,South Melissa,pos
TXN100605,1286,AC107095,2025-07-25 12:32:46,193030.73,debit,Shopping,Port Melissaport,pos
TXN100606,1067,AC122126,2025-07-31 14:12:14,154498.16,debit,Entertainment,Port Ashley,mobile
TXN100607,1641,AC133786,2025-07-08 01:09:14,193845.74,debit,Entertainment,Lake Michael,web
TXN100608,1977,AC149791,2025-07-29 01:24:00,64793.67,debit,Travel,Joannaside,web
TXN100609,1463,AC132741,2025-09-28 09:28:08,110024.09,debit,Shopping,Johnsonland,web
TXN100610,1178,AC158850,2025-07-04 15:24:57,181684.01,debit,Dining,North Michelle,pos
TXN100611,1928,AC199758,2025-09-02 18:14:59,119149.49,debit,Travel,South Mollybury,web
TXN100612,1186,AC172635,2025-08-09 13:42:48,14262.54,credit,Dining,Hodgeton,pos
TXN100613,1025,AC159618,2025-09-22 08:02:51,63365.0,debit,Shopping,South Melissafort,web
TXN100614,1867,AC159091,2025-07-01 08:46:53,82459.25,debit,Healthcare,North Kristifort,mobile
TXN100615,1409,AC158628,2025-09-03 19:50:05,94961.34,debit,Dining,Christopherburgh,web
TXN100616,1531,AC166396,2025-07-14 11:08:30,154534.11,debit,Shopping,South Jimmytown,web
TXN100617,1605,AC188536,2025-07-29 20:04:30,248902.77,debit,Travel,Santanastad,mobile
TXN100618,1833,AC199792,2025-08-29 14:28:45,206250.54,debit,Grocery,East Tina,mobile
TXN100619,1828,AC144142,2025-07-11 22:19:59,31489.46,debit,Entertainment,Arroyohaven,pos
TXN100620,1900,AC111442,2025-07-07 03:41:02,61329.56,credit,Salary,East Theresa,mobile
TXN100621,1854,AC128308,2025-09-22 06:14:27,212395.29,credit,Shopping,Stevenhaven,pos
TXN100622,1164,AC127570,2025-07-22 03:24:45,135171.26,debit,Shopping,Port Michael,pos
TXN100623,1845,AC148088,2025-08-04 23:57:23,22409.15,debit,Entertainment,Loganborough,web
TXN100624,1174,AC101615,2025-09-06 21:50:28,55812.33,debit,Travel,Robertview,mobile
TXN100625,1799,AC192871,2025-08-20 20:09:45,17507.68,debit,Travel,West Joshua,pos
TXN100626,1153,AC102103,2025-07-23 22:52:17,100956.94,debit,Salary,East Kevintown,web
TXN100627,1268,AC124596,2025-07-11 23:24:42,162546.02,debit,Travel,Mckinneystad,mobile
TXN100628,1453,AC179225,2025-08-01 02:20:36,178075.32,credit,Dining,Lake Williamland,web
TXN100629,1332,AC108159,2025-09-23 09:02:06,86269.91,debit,Utilities,North Markview,web
TXN100630,1631,AC170017,2025-08-03 12:45:29,76169.66,debit,Salary,South Gregory,web
TXN100631,1376,AC108258,2025-08-17 07:58:43,223663.4,debit,Shopping,North Shirley,pos
TXN100632,1148,AC127534,2025-07-20 12:41:48,10029.73,debit,Grocery,West Phillip,mobile
TXN100633,1149,AC140622,2025-07-20 01:47:09,121630.27,debit,Salary,Colemanville,mobile
TXN100634,1370,AC140172,2025-09-23 16:04:09,175409.64,debit,Utilities,Port Mark,web
TXN100635,1572,AC176965,2025-08-23 09:07:30,45219.06,debit,Travel,East Ryanchester,pos
TXN100636,1150,AC174084,2025-07-22 23:19:54,140283.64,debit,Healthcare,Port Christietown,pos
TXN100637,1860,AC139379,2025-09-26 20:32:32,96087.31,credit,Salary,Velasquezport,pos
TXN100638,1496,AC186512,2025-08-05 11:57:20,222823.54,debit,Dining,Joshualand,pos
TXN100639,1874,AC166570,2025-09-05 03:59:36,129391.2,debit,Shopping,Port Courtneyfort,pos
TXN100640,1652,AC164639,2025-08-26 01:16:41,205979.54,debit,Dining,South James,pos
TXN100641,1550,AC126961,2025-09-02 00:00:41,107861.13,debit,Shopping,West Patrickfort,pos
TXN100642,1916,AC159884,2025-07-01 00:51:40,47653.96,credit,Grocery,East Jennifer,pos
TXN100643,1219,AC179035,2025-08-28 01:32:26,73840.35,debit,Healthcare,West Rebecca,web
TXN100644,1619,AC180329,2025-07-27 23:37:20,193718.19,debit,Grocery,Port Candacechester,mobile
TXN100645,1991,AC196226,2025-07-01 05:53:16,39221.88,debit,Healthcare,Alexandramouth,pos
TXN100646,1219,AC160935,2025-08-30 12:57:33,89908.59,debit,Dining,Crawfordfurt,pos
TXN100647,1071,AC147533,2025-08-15 20:44:38,198230.31,debit,Healthcare,Rachaelfurt,pos
TXN100648,1740,AC126393,2025-09-02 21:11:51,231689.93,debit,Grocery,Mitchelltown,web
TXN100649,1463,AC176815,2025-08-22 15:11:13,178195.9,debit,Healthcare,West Carlosfurt,web
TXN100650,1430,AC139249,2025-07-19 09:06:14,23357.77,debit,Grocery,Cooperville,web
TXN100651,1081,AC133556,2025-07-07 01:30:59,114864.49,debit,Travel,Nguyenstad,mobile
TXN100652,1672,AC138191,2025-08-11 11:15:54,141660.0,debit,Grocery,South Matthew,web
TXN100653,1024,AC186719,2025-08-28 16:05:29,81901.42,debit,Grocery,Mendezmouth,web
TXN100654,1415,AC107085,2025-09-19 06:57:07,201085.57,debit,Healthcare,Allentown,mobile
TXN100655,1297,AC175061,2025-07-18 05:24:28,8319.63,credit,Travel,New Ashleytown,pos
TXN100656,1936,AC111952,2025-09-26 06:14:06,103077.07,debit,Travel,North Michael,mobile
TXN100657,1417,AC192135,2025-08-05 05:47:13,83157.92,debit,Utilities,West Cynthiamouth,pos
TXN100658,1979,AC197290,2025-07-30 00:34:27,78651.52,debit,Dining,Micheleview,mobile
TXN100659,1035,AC124439,2025-08-29 04:30:12,245710.51,debit,Utilities,East Brandimouth,mobile
TXN100660,1536,AC184317,2025-09-08 21:48:28,20672.77,debit,Entertainment,Camposfort,web
TXN100661,1374,AC127239,2025-09-19 23:16:39,124825.57,credit,Utilities,Lake Susanmouth,web
TXN100662,1887,AC158542,2025-08-02 02:35:35,145649.21,debit,Grocery,Clarkville,mobile
TXN100663,1464,AC135772,2025-08-22 20:08:44,16240.69,credit,Entertainment,Mcknightborough,mobile
TXN100664,1337,AC140420,2025-09-16 01:18:11,246589.41,debit,Entertainment,South Keithmouth,web
TXN100665,1864,AC161419,2025-07-14 01:29:36,162194.63,debit,Healthcare,West Jeremy,web
TXN100666,1380,AC187731,2025-09-10 05:09:04,161926.74,debit,Entertainment,Williamsside,pos
TXN100667,1338,AC187705,2025-07-29 00:20:46,222212.27,debit,Dining,Brownstad,web
TXN100668,1094,AC175373,2025-07-19 07:10:14,130166.41,debit,Salary,Hillport,web
TXN100669,1146,AC160551,2025-09-02 20:05:52,46892.27,debit,Dining,Ericaview,web
TXN100670,1066,AC158280,2025-07-31 12:35:24,249125.41,debit,Entertainment,West Ralph,web
TXN100671,1165,AC140861,2025-09-11 13:43:37,225252.77,debit,Salary,Lake Wendy,mobile
TXN100672,1826,AC121559,2025-09-04 13:33:23,237541.61,debit,Healthcare,Timothyside,pos
TXN100673,1772,AC158739,2025-08-14 22:37:35,149301.3,debit,Healthcare,West Lawrencestad,pos
TXN100674,1421,AC129035,2025-08-16 22:32:53,3305.18,debit,Salary,West Patrickmouth,mobile
TXN100675,1776,AC106478,2025-07-04 00:08:22,84866.77,debit,Utilities,South Kathleen,web
TXN100676,1375,AC115025,2025-09-15 16:11:50,803.62,debit,Grocery,South Ashleyburgh,mobile
TXN100677,1251,AC180984,2025-07-21 13:46:56,67312.06,debit,Salary,South Johnshire,pos
TXN100678,1125,AC191597,2025-08-24 00:06:23,9676.16,debit,Utilities,Michaelmouth,pos
TXN100679,1093,AC126693,2025-07-25 23:43:51,221737.11,debit,Shopping,East Cathy,web
TXN100680,1993,AC149740,2025-09-07 14:13:02,145729.3,debit,Salary,Johnberg,mobile
TXN100681,1693,AC192178,2025-07-23 23:36:47,28288.96,credit,Salary,Jonathanfort,mobile
TXN100682,1704,AC177563,2025-07-26 14:46:17,212532.59,debit,Shopping,New Kathyview,mobile
TXN100683,1155,AC113076,2025-08-19 17:19:16,198424.41,credit,Utilities,South Susanview,pos
TXN100684,1937,AC110355,2025-09-16 09:53:34,156742.77,debit,Travel,Michaelborough,mobile
TXN100685,1529,AC146964,2025-08-09 01:18:30,117672.25,debit,Healthcare,New Georgemouth,pos
TXN100686,1264,AC175669,2025-07-29 18:26:05,31004.52,debit,Grocery,Tylermouth,web
TXN100687,1928,AC176810,2025-09-27 23:20:31,94891.95,debit,Dining,Lake Loristad,pos
TXN100688,1925,AC192009,2025-08-19 19:09:06,73046.64,debit,Dining,Carrollburgh,mobile
TXN100689,1943,AC196555,2025-08-28 19:18:37,117146.99,debit,Salary,Livingstonbury,pos
TXN100690,1015,AC194433,2025-08-03 02:36:02,159765.73,debit,Healthcare,New Erikaberg,web
TXN100691,1042,AC196378,2025-09-18 03:00:19,56947.09,credit,Utilities,North Coryshire,mobile
TXN100692,1156,AC112856,2025-08-16 18:08:54,212633.44,credit,Salary,East Bonniehaven,pos
TXN100693,1720,AC189540,2025-07-04 13:23:20,206654.04,debit,Utilities,Lake Sierra,mobile
TXN100694,1175,AC138884,2025-08-18 04:47:50,174310.44,credit,Utilities,West Juanstad,web
TXN100695,1145,AC199210,2025-07-24 07:18:48,171780.63,debit,Utilities,Mayofort,web
TXN100696,1803,AC101748,2025-07-23 22:01:51,34553.57,debit,Grocery,Lake Nicholasville,pos
TXN100697,1557,AC166542,2025-09-10 00:24:26,159712.01,credit,Healthcare,East Kimberlymouth,web
TXN100698,1106,AC122430,2025-07-06 13:52:32,188035.54,debit,Healthcare,Ortizstad,pos
TXN100699,1129,AC183134,2025-09-13 09:54:37,34386.16,credit,Grocery,South John,mobile
TXN100700,1393,AC178106,2025-07-03 22:02:49,116000.09,credit,Salary,Port Josephside,web
TXN100701,1993,AC139900,2025-07-23 17:06:38,121346.97,debit,Shopping,Smithchester,web
TXN100702,1110,AC106500,2025-07-20 13:06:04,206818.74,debit,Travel,Loriside,mobile
TXN100703,1885,AC130467,2025-09-16 05:42:00,16841.87,debit,Salary,West Ericafort,web
TXN100704,1314,AC168395,2025-07-24 09:14:12,57860.15,debit,Shopping,New Robert,mobile
TXN100705,1963,AC160093,2025-07-27 19:46:48,182000.59,debit,Travel,West Michael,pos
TXN100706,1502,AC187114,2025-09-01 13:05:30,97473.35,debit,Salary,Connortown,mobile
TXN100707,1525,AC153277,2025-09-09 19:57:00,213780.43,debit,Utilities,Brownfurt,mobile
TXN100708,1712,AC130427,2025-07-15 08:52:58,30628.09,debit,Grocery,New Thomasfort,pos
TXN100709,1203,AC145628,2025-08-09 19:43:00,11259.5,debit,Entertainment,Wilkinston,mobile
TXN100710,1469,AC172231,2025-07-16 09:51:57,216408.66,debit,Entertainment,Lake Aimee,mobile
TXN100711,1562,AC160687,2025-07-08 14:05:04,21221.59,debit,Shopping,Fullerland,pos
TXN100712,1441,AC173769,2025-07-25 23:27:53,105324.72,debit,Entertainment,North Toni,mobile
TXN100713,1346,AC151312,2025-08-30 12:48:33,117413.85,debit,Travel,North Edwardstad,web
TXN100714,1558,AC141747,2025-08-06 18:24:47,60826.42,debit,Healthcare,Jasonville,pos
TXN100715,1911,AC144331,2025-09-26 19:08:50,218774.8,credit,Grocery,East Jenniferview,mobile
TXN100716,1856,AC187330,2025-08-07 20:13:21,21491.99,debit,Shopping,Marquezville,web
TXN100717,1221,AC151765,2025-07-28 12:53:27,117642.42,debit,Shopping,Peckshire,pos
TXN100718,1778,AC146162,2025-07-23 11:05:11,154446.45,debit,Shopping,Desireetown,pos
TXN100719,1132,AC197792,2025-07-17 22:35:01,153475.47,debit,Dining,Jillton,mobile
TXN100720,1062,AC172712,2025-07-25 03:06:56,44197.91,debit,Travel,Port Heather,mobile
TXN100721,1078,AC197584,2025-09-16 04:15:48,87737.09,debit,Dining,West Rebeccaland,pos
TXN100722,1035,AC120783,2025-09-08 16:42:10,75203.73,credit,Travel,East Elizabeth,pos
TXN100723,1184,AC195132,2025-09-05 14:31:10,155776.51,debit,Travel,Benjaminberg,web
TXN100724,1886,AC137165,2025-08-25 15:09:31,174657.63,debit,Grocery,South Danny,pos
TXN100725,1084,AC151077,2025-08-06 03:48:35,108416.87,debit,Entertainment,Andreabury,web
TXN100726,1742,AC199665,2025-08-13 17:06:16,197455.48,debit,Dining,Amberland,mobile
TXN100727,1489,AC157336,2025-08-02 15:15:39,131073.79,credit,Travel,North Joefurt,mobile
TXN100728,1193,AC150842,2025-07-30 20:48:28,125512.1,debit,Dining,Samuelville,mobile
TXN100729,1071,AC151533,2025-08-04 17:56:56,234761.71,debit,Travel,West Ericshire,pos
TXN100730,1145,AC150079,2025-09-12 06:58:18,199714.21,debit,Healthcare,Lanehaven,pos
TXN100731,1004,AC186023,2025-07-23 16:13:46,41124.12,debit,Utilities,West Heidishire,mobile
TXN100732,1390,AC187750,2025-08-05 10:18:09,25470.09,debit,Salary,West Tammy,mobile
TXN100733,1121,AC167302,2025-07-22 15:21:19,151657.28,credit,Shopping,Thomasfort,mobile
TXN100734,1019,AC100517,2025-09-19 22:28:52,39960.66,debit,Salary,New Tara,pos
TXN100735,1447,AC115854,2025-08-23 14:09:00,229566.42,credit,Grocery,Lake Theresa,web
TXN100736,1406,AC161508,2025-08-11 15:49:50,125966.91,debit,Dining,Lake Austin,mobile
TXN100737,1018,AC109824,2025-07-10 10:11:16,236218.4,debit,Grocery,Tammyhaven,mobile
TXN100738,1966,AC136164,2025-09-16 11:57:10,236882.24,debit,Shopping,Monroeton,pos
TXN100739,1452,AC125996,2025-08-28 12:49:35,114875.17,debit,Dining,East Barbaraview,web
TXN100740,1730,AC103416,2025-08-11 22:09:44,167698.5,debit,Grocery,Lake Maureenland,web
TXN100741,1125,AC189830,2025-07-21 18:52:45,219338.32,debit,Utilities,Cherryland,pos
TXN100742,1751,AC116074,2025-08-06 16:32:29,216569.8,debit,Travel,North Victoria,mobile
TXN100743,1061,AC186901,2025-09-27 19:10:36,21367.18,debit,Shopping,New Kelly,pos
TXN100744,1653,AC109268,2025-09-06 05:24:22,47348.17,debit,Dining,Masseyfurt,mobile
TXN100745,1375,AC110338,2025-07-14 00:47:19,248739.83,debit,Travel,Reginafurt,web
TXN100746,1509,AC192642,2025-09-19 02:33:55,243713.83,debit,Healthcare,West Victoria,web
TXN100747,1693,AC116399,2025-07-12 04:10:50,181152.95,debit,Salary,North Marcusmouth,mobile
TXN100748,1618,AC107018,2025-08-27 02:42:04,36673.76,debit,Entertainment,West Geraldmouth,pos
TXN100749,1021,AC124669,2025-07-04 15:26:33,160242.64,debit,Utilities,Stephanieville,pos
TXN100750,1883,AC150959,2025-08-13 04:17:49,11748.78,debit,Travel,East Jim,web
TXN100751,1232,AC153407,2025-08-09 01:09:48,184691.3,debit,Utilities,Lake Mallory,mobile
TXN100752,1675,AC189720,2025-08-19 02:42:49,12891.66,debit,Salary,Elizabethfurt,mobile
TXN100753,1736,AC157103,2025-07-24 07:54:16,17177.4,debit,Healthcare,North Heatherland,mobile
TXN100754,1860,AC154537,2025-08-17 19:33:42,205983.3,debit,Grocery,New Joelstad,web
TXN100755,1233,AC146968,2025-07-12 20:31:19,28900.63,debit,Salary,West Anthonychester,pos
TXN100756,1522,AC141991,2025-07-02 10:20:15,37968.36,debit,Dining,South Derek,mobile
TXN100757,1593,AC152366,2025-08-24 02:44:31,167995.68,debit,Salary,South Dakota,web
TXN100758,1348,AC178584,2025-09-28 10:42:58,180309.29,debit,Utilities,North Miguelside,mobile
TXN100759,1549,AC111875,2025-09-26 15:31:23,212677.69,credit,Healthcare,Welchhaven,mobile
TXN100760,1663,AC109472,2025-07-01 22:02:06,203212.71,credit,Healthcare,Keithstad,pos
TXN100761,1974,AC161122,2025-07-21 06:33:58,85532.16,debit,Grocery,South Meredith,pos
TXN100762,1702,AC107936,2025-07-22 17:44:30,26017.0,debit,Travel,Andersonland,mobile
TXN100763,1305,AC184269,2025-07-24 06:07:19,179964.46,credit,Salary,Port Stephen,mobile
TXN100764,1867,AC184867,2025-07-21 23:58:24,109655.27,debit,Shopping,East Michaelmouth,pos
TXN100765,1537,AC174467,2025-09-26 12:28:02,23430.74,debit,Travel,Stephaniemouth,web
TXN100766,1390,AC163394,2025-08-22 19:50:04,102151.07,debit,Grocery,Kimberlyville,mobile
TXN100767,1539,AC123969,2025-09-09 16:10:04,129819.48,debit,Healthcare,Kennethville,pos
TXN100768,1857,AC174466,2025-07-16 10:24:58,150501.72,debit,Grocery,New Stacie,pos
TXN100769,1835,AC154456,2025-08-08 08:53:21,229838.21,debit,Utilities,Port Todd,pos
TXN100770,1562,AC107158,2025-09-01 18:16:11,154423.44,debit,Dining,New Adam,web
TXN100771,1711,AC111836,2025-07-20 18:58:16,159371.65,debit,Entertainment,Johnfurt,mobile
TXN100772,1916,AC116470,2025-07-20 11:18:04,115535.78,credit,Shopping,North Andrealand,web
TXN100773,1295,AC131210,2025-07-18 14:50:35,71688.87,debit,Utilities,Lake Robert,mobile
TXN100774,1911,AC164923,2025-09-19 22:42:03,1028.91,credit,Grocery,Lake Davidbury,web
TXN100775,1840,AC145238,2025-09-22 19:47:06,25205.23,credit,Salary,Lake Ashley,pos
TXN100776,1609,AC193347,2025-09-15 00:38:37,66891.89,credit,Dining,Damonville,web
TXN100777,1395,AC169134,2025-07-08 16:53:31,148073.83,debit,Entertainment,North Justinfurt,pos
TXN100778,1367,AC165832,2025-07-13 17:53:14,231681.08,debit,Utilities,North Denisefort,pos
TXN100779,1008,AC137544,2025-07-03 19:11:02,188447.88,credit,Entertainment,Port Steven,web
TXN100780,1167,AC131164,2025-08-03 06:28:38,175727.36,debit,Shopping,Chapmanburgh,web
TXN100781,1403,AC156325,2025-09-13 03:05:33,168347.89,credit,Travel,Stephaniebury,web
TXN100782,1060,AC108283,2025-07-09 02:11:01,166648.81,debit,Shopping,South Patrick,mobile
TXN100783,1247,AC188191,2025-07-24 03:03:41,227254.32,debit,Salary,Mackshire,mobile
TXN100784,1047,AC115361,2025-08-25 08:08:27,232765.98,debit,Travel,Alisonland,mobile
TXN100785,1593,AC113459,2025-08-03 03:05:36,210116.1,credit,Healthcare,Royland,web
TXN100786,1360,AC123502,2025-09-16 02:50:00,41593.36,debit,Shopping,South Michael,mobile
TXN100787,1366,AC196141,2025-08-19 19:33:19,229453.88,debit,Dining,South Michael,pos
TXN100788,1024,AC136936,2025-08-27 09:53:51,106058.44,debit,Dining,Alexberg,pos
TXN100789,1966,AC127883,2025-09-03 04:33:09,219405.83,debit,Salary,West Rebeccabury,web
TXN100790,1825,AC143604,2025-08-10 12:43:51,107044.93,debit,Travel,Brandyberg,mobile
TXN100791,1992,AC153867,2025-08-03 20:21:33,172364.08,debit,Salary,Carlamouth,web
TXN100792,1097,AC108185,2025-09-05 14:32:10,11376.94,debit,Grocery,Port Brittneyton,mobile
TXN100793,1386,AC145327,2025-09-06 13:44:03,16593.61,debit,Travel,Port Antonioland,pos
TXN100794,1266,AC158992,2025-07-15 19:23:24,227224.33,debit,Shopping,Gutierrezborough,pos
TXN100795,1596,AC137561,2025-08-09 22:20:48,62924.74,debit,Shopping,South Emily,mobile
TXN100796,1119,AC177171,2025-07-16 04:11:18,147074.6,credit,Travel,Andreaview,mobile
TXN100797,1072,AC121029,2025-07-19 23:43:18,120883.58,debit,Entertainment,Bryanside,web
TXN100798,1068,AC117981,2025-07-19 12:06:44,108020.92,debit,Travel,Chandlerfurt,mobile
TXN100799,1550,AC162971,2025-07-11 06:29:34,114505.38,debit,Dining,West Aprilstad,web
TXN100800,1610,AC173795,2025-08-13 10:30:49,45833.01,debit,Dining,Shariton,mobile
TXN100801,1710,AC199558,2025-08-20 04:47:35,37244.16,debit,Travel,Paulstad,mobile
TXN100802,1442,AC131889,2025-08-14 11:59:42,193583.44,debit,Shopping,East Justinville,pos
TXN100803,1564,AC103715,2025-07-02 11:56:50,208270.49,debit,Grocery,Lake Elizabeth,mobile
TXN100804,1459,AC173754,2025-09-24 18:57:32,87427.82,debit,Grocery,New Kathleenburgh,web
TXN100805,1400,AC179277,2025-07-08 19:04:03,176295.38,debit,Dining,New Aaron,mobile
TXN100806,1459,AC117711,2025-08-07 06:28:08,177403.22,credit,Entertainment,East Kurtberg,pos
TXN100807,1354,AC171227,2025-09-19 17:39:59,129344.38,debit,Dining,East Johnton,web
TXN100808,1546,AC180951,2025-07-30 13:12:40,140911.2,debit,Healthcare,New Dennisbury,pos
TXN100809,1492,AC129268,2025-09-09 05:45:15,133674.44,credit,Salary,Webbside,pos
TXN100810,1581,AC165794,2025-09-18 06:38:39,194050.12,debit,Healthcare,Juanville,pos
TXN100811,1285,AC160524,2025-09-17 07:41:44,113045.75,debit,Shopping,Leahshire,mobile
TXN100812,1425,AC109204,2025-07-21 00:06:58,171080.72,debit,Utilities,Williamsonborough,pos
TXN100813,1235,AC129481,2025-08-03 11:45:58,31684.9,debit,Salary,West Sean,web
TXN100814,1064,AC116521,2025-08-21 21:29:15,73762.9,credit,Utilities,West Tamaraview,pos
TXN100815,1158,AC105979,2025-08-16 23:47:32,59890.91,debit,Healthcare,Kleinchester,mobile
TXN100816,1367,AC145321,2025-09-08 07:12:15,208151.77,debit,Utilities,Danielville,pos
TXN100817,1252,AC103175,2025-08-18 10:06:05,215913.39,debit,Dining,Tammybury,mobile
TXN100818,1834,AC162200,2025-08-24 07:17:40,233445.62,debit,Utilities,New Bradleychester,pos
TXN100819,1495,AC195175,2025-07-06 06:47:53,134361.42,debit,Entertainment,Walkerfurt,web
TXN100820,1477,AC176062,2025-09-26 19:52:09,168329.91,debit,Entertainment,Sarahborough,mobile
TXN100821,1617,AC157008,2025-08-16 18:13:02,41981.76,debit,Travel,East Lisastad,mobile
TXN100822,1956,AC149970,2025-09-26 10:00:26,213185.97,debit,Dining,Port Laurieton,mobile
TXN100823,1749,AC107986,2025-09-19 23:20:34,219843.15,debit,Dining,Nicoleview,web
TXN100824,1956,AC154918,2025-09-07 08:40:24,226899.27,debit,Healthcare,Port Cynthiaview,mobile
TXN100825,1119,AC161419,2025-09-13 19:08:00,100783.35,debit,Entertainment,East Tammy,web
TXN100826,1563,AC184631,2025-08-04 12:12:55,3574.61,debit,Dining,Pamelahaven,pos
TXN100827,1028,AC194873,2025-08-01 11:00:04,241803.95,debit,Healthcare,Lake Michaelton,web
TXN100828,1599,AC180627,2025-07-17 01:40:55,125540.11,debit,Grocery,Port Joshua,web
TXN100829,1053,AC157264,2025-09-10 08:35:40,185201.7,debit,Salary,Melissashire,web
TXN100830,1924,AC147990,2025-08-14 05:54:54,51402.82,debit,Travel,Ryanchester,pos
TXN100831,1703,AC164635,2025-08-07 07:17:03,18704.02,debit,Dining,New Michaelborough,web
TXN100832,1389,AC136377,2025-08-30 18:17:22,210781.18,debit,Salary,Port Albert,mobile
TXN100833,1382,AC153868,2025-08-17 12:03:23,183642.09,debit,Utilities,Leefort,web
TXN100834,1924,AC164469,2025-08-06 03:28:39,52051.67,debit,Grocery,New Billy,pos
TXN100835,1824,AC183326,2025-09-18 13:35:51,174735.97,debit,Grocery,West Oliviafurt,web
TXN100836,1658,AC110128,2025-08-06 06:11:03,140625.27,debit,Entertainment,Lake Melvinmouth,pos
TXN100837,1070,AC106044,2025-08-24 18:24:08,5125.39,debit,Shopping,Joseborough,mobile
